d,D,B,rsmin,serie
0.025,0.052000000000000005,0.018000000000000002,0.001,22
0.025,0.052000000000000005,0.0206,0.001,32
0.025,0.052000000000000005,0.027,0.001,42
0.025,0.052000000000000005,0.036000000000000004,0.001,52
0.025,0.052000000000000005,0.048,0.001,62
0.028,0.058,0.01,0.0006,82
0.028,0.058,0.016,0.001,02
0.028,0.058,0.0,0.001,12
0.028,0.058,0.019,0.001,22
0.028,0.058,0.023,0.001,32
0.028,0.058,0.03,0.001,42
0.028,0.058,0.04,0.001,52
0.028,0.058,0.054,0.001,62
0.03,0.062,0.01,0.0006,82
0.03,0.062,0.016,0.001,02
0.03,0.062,0.0,0.001,12
0.03,0.062,0.02,0.001,22
0.03,0.062,0.0238,0.001,32
0.03,0.062,0.032,0.001,42
0.03,0.062,0.043000000000000003,0.001,52
0.03,0.062,0.058,0.001,62
0.032,0.065,0.011,0.0006,82
0.032,0.065,0.017,0.001,02
0.032,0.065,0.0,0.001,12
0.032,0.065,0.021,0.001,22
0.032,0.065,0.025,0.001,32
0.032,0.065,0.033,0.001,42
0.032,0.065,0.043000000000000003,0.001,52
0.032,0.065,0.06,0.001,62
0.035,0.07200000000000001,0.012,0.0006,82
0.035,0.07200000000000001,0.017,0.0011,02
0.035,0.07200000000000001,0.0,0.0011,12
0.035,0.07200000000000001,0.023,0.0011,22
0.035,0.07200000000000001,0.027,0.0011,32
0.035,0.07200000000000001,0.037,0.0011,42
0.035,0.07200000000000001,0.05,0.0011,52
0.035,0.07200000000000001,0.067,0.0011,62
0.04,0.08,0.013000000000000001,0.0006,82
0.04,0.08,0.018000000000000002,0.0011,02
0.04,0.08,0.0,0.0011,12
0.04,0.08,0.023,0.0011,22
0.04,0.08,0.0302,0.0011,32
0.04,0.08,0.04,0.0011,42
0.04,0.08,0.054,0.0011,52
0.04,0.08,0.07100000000000001,0.0011,62
0.045,0.085,0.013000000000000001,0.0006,82
0.045,0.085,0.019,0.0011,02
0.045,0.085,0.0,0.0011,12
0.045,0.085,0.023,0.0011,22
0.045,0.085,0.0302,0.0011,32
0.045,0.085,0.04,0.0011,42
0.045,0.085,0.054,0.0011,52
0.045,0.085,0.07100000000000001,0.0011,62
0.05,0.09,0.013000000000000001,0.0006,82
0.05,0.09,0.02,0.0011,02
0.05,0.09,0.0,0.0011,12
0.05,0.09,0.023,0.0011,22
0.05,0.09,0.0302,0.0011,32
0.05,0.09,0.04,0.0011,42
0.05,0.09,0.054,0.0011,52
0.05,0.09,0.07100000000000001,0.0011,62
0.055,0.1,0.014,0.0006,82
0.055,0.1,0.021,0.0015,02
0.055,0.1,0.0,0.0015,12
0.055,0.1,0.025,0.0015,22
0.055,0.1,0.033299999999999996,0.0015,32
0.055,0.1,0.045,0.0015,42
0.055,0.1,0.06,0.0015,52
0.055,0.1,0.08,0.0015,62
0.06,0.11,0.016,0.001,82
0.06,0.11,0.022,0.0015,02
0.06,0.11,0.0,0.0015,12
0.06,0.11,0.028,0.0015,22
0.06,0.11,0.0365,0.0015,32
0.06,0.11,0.05,0.0015,42
0.06,0.11,0.067,0.0015,52
0.06,0.11,0.09,0.0015,62
0.065,0.12,0.018000000000000002,0.001,82
0.065,0.12,0.023,0.0015,02
0.065,0.12,0.0,0.0015,12
0.065,0.12,0.031,0.0015,22
0.065,0.12,0.0381,0.0015,32
0.065,0.12,0.056,0.0015,42
0.065,0.12,0.075,0.0015,52
0.065,0.12,0.1,0.0015,62
0.07,0.125,0.018000000000000002,0.001,82
0.07,0.125,0.024,0.0015,02
0.07,0.125,0.0,0.0015,12
0.07,0.125,0.031,0.0015,22
0.07,0.125,0.039700000000000006,0.0015,32
0.07,0.125,0.056,0.0015,42
0.07,0.125,0.075,0.0015,52
0.07,0.125,0.1,0.0015,62
0.075,0.13,0.018000000000000002,0.001,82
0.075,0.13,0.025,0.0015,02
0.075,0.13,0.0,0.0015,12
0.075,0.13,0.031,0.0015,22
0.075,0.13,0.041299999999999996,0.0015,32
0.075,0.13,0.056,0.0015,42
0.075,0.13,0.075,0.0015,52
0.075,0.13,0.1,0.0015,62
0.08,0.14,0.019,0.001,82
0.08,0.14,0.026000000000000002,0.002,02
0.08,0.14,0.0,0.002,12
0.08,0.14,0.033,0.002,22
0.08,0.14,0.0444,0.002,32
0.08,0.14,0.06,0.002,42
0.08,0.14,0.08,0.002,52
0.08,0.14,0.109,0.002,62
0.085,0.15,0.021,0.0011,82
0.085,0.15,0.028,0.002,02
0.085,0.15,0.0,0.002,12
0.085,0.15,0.036000000000000004,0.002,22
0.085,0.15,0.0492,0.002,32
0.085,0.15,0.065,0.002,42
0.085,0.15,0.088,0.002,52
0.085,0.15,0.11800000000000001,0.002,62
0.09,0.16,0.022,0.0011,82
0.09,0.16,0.03,0.002,02
0.09,0.16,0.0,0.002,12
0.09,0.16,0.04,0.002,22
0.09,0.16,0.0524,0.002,32
0.09,0.16,0.069,0.002,42
0.09,0.16,0.095,0.002,52
0.09,0.16,0.125,0.002,62
0.095,0.17,0.024,0.0011,82
0.095,0.17,0.032,0.0021000000000000003,02
0.095,0.17,0.0,0.0021000000000000003,12
0.095,0.17,0.043000000000000003,0.0021000000000000003,22
0.095,0.17,0.055600000000000004,0.0021000000000000003,32
0.095,0.17,0.075,0.0021000000000000003,42
0.095,0.17,0.1,0.0021000000000000003,52
0.095,0.17,0.136,0.0021000000000000003,62
0.1,0.18,0.025,0.0015,82
0.1,0.18,0.034,0.0021000000000000003,02
0.1,0.18,0.0,0.0021000000000000003,12
0.1,0.18,0.046,0.0021000000000000003,22
0.1,0.18,0.0603,0.0021000000000000003,32
0.1,0.18,0.08,0.0021000000000000003,42
0.1,0.18,0.109,0.0021000000000000003,52
0.1,0.18,0.145,0.0021000000000000003,62
0.105,0.19,0.027,0.0015,82
0.105,0.19,0.036000000000000004,0.0021000000000000003,02
0.105,0.19,0.0,0.0021000000000000003,12
0.105,0.19,0.05,0.0021000000000000003,22
0.105,0.19,0.06509999999999999,0.0021000000000000003,32
0.105,0.19,0.085,0.0021000000000000003,42
0.105,0.19,0.115,0.0021000000000000003,52
0.105,0.19,0.155,0.0021000000000000003,62
0.11,0.2,0.028,0.0015,82
0.11,0.2,0.038,0.0021000000000000003,02
0.11,0.2,0.0,0.0021000000000000003,12
0.11,0.2,0.053,0.0021000000000000003,22
0.11,0.2,0.0698,0.0021000000000000003,32
0.11,0.2,0.09,0.0021000000000000003,42
0.11,0.2,0.122,0.0021000000000000003,52
0.11,0.2,0.16,0.0021000000000000003,62
0.12,0.215,0.0,0.0,82
0.12,0.215,0.04,0.0021000000000000003,02
0.12,0.215,0.042,0.0021000000000000003,12
0.12,0.215,0.058,0.0021000000000000003,22
0.12,0.215,0.076,0.0021000000000000003,32
0.12,0.215,0.095,0.0021000000000000003,42
0.12,0.215,0.128,0.0021000000000000003,52
0.12,0.215,0.17,0.0021000000000000003,62
0.13,0.23,0.0,0.0,82
0.13,0.23,0.04,0.003,02
0.13,0.23,0.046,0.003,12
0.13,0.23,0.064,0.003,22
0.13,0.23,0.08,0.003,32
0.13,0.23,0.1,0.003,42
0.13,0.23,0.136,0.003,52
0.13,0.23,0.18,0.003,62
0.14,0.25,0.0,0.0,82
0.14,0.25,0.042,0.003,02
0.14,0.25,0.05,0.003,12
0.14,0.25,0.068,0.003,22
0.14,0.25,0.088,0.003,32
0.14,0.25,0.109,0.003,42
0.14,0.25,0.15,0.003,52
0.14,0.25,0.2,0.003,62
0.15,0.27,0.0,0.0,82
0.15,0.27,0.045,0.003,02
0.15,0.27,0.054,0.003,12
0.15,0.27,0.073,0.003,22
0.15,0.27,0.096,0.003,32
0.15,0.27,0.11800000000000001,0.003,42
0.15,0.27,0.16,0.003,52
0.15,0.27,0.218,0.003,62
0.16,0.29,0.0,0.0,82
0.16,0.29,0.048,0.003,02
0.16,0.29,0.058,0.003,12
0.16,0.29,0.08,0.003,22
0.16,0.29,0.10400000000000001,0.003,32
0.16,0.29,0.128,0.003,42
0.16,0.29,0.17500000000000002,0.003,52
0.16,0.29,0.23600000000000002,0.003,62
0.17,0.31,0.0,0.0,82
0.17,0.31,0.052000000000000005,0.004,02
0.17,0.31,0.062,0.004,12
0.17,0.31,0.08600000000000001,0.004,22
0.17,0.31,0.11,0.004,32
0.17,0.31,0.14,0.004,42
0.17,0.31,0.19,0.004,52
0.17,0.31,0.25,0.004,62
0.18,0.32,0.0,0.0,82
0.18,0.32,0.052000000000000005,0.004,02
0.18,0.32,0.062,0.004,12
0.18,0.32,0.08600000000000001,0.004,22
0.18,0.32,0.112,0.004,32
0.18,0.32,0.14,0.004,42
0.18,0.32,0.19,0.004,52
0.18,0.32,0.25,0.004,62
0.19,0.34,0.0,0.0,82
0.19,0.34,0.055,0.004,02
0.19,0.34,0.065,0.004,12
0.19,0.34,0.092,0.004,22
0.19,0.34,0.12,0.004,32
0.19,0.34,0.15,0.004,42
0.19,0.34,0.2,0.004,52
0.19,0.34,0.272,0.004,62
0.2,0.36,0.0,0.0,82
0.2,0.36,0.058,0.004,02
0.2,0.36,0.07,0.004,12
0.2,0.36,0.098,0.004,22
0.2,0.36,0.128,0.004,32
0.2,0.36,0.16,0.004,42
0.2,0.36,0.218,0.004,52
0.2,0.36,0.29,0.004,62
0.22,0.4,0.0,0.0,82
0.22,0.4,0.065,0.004,02
0.22,0.4,0.078,0.004,12
0.22,0.4,0.108,0.004,22
0.22,0.4,0.14400000000000002,0.004,32
0.22,0.4,0.18,0.004,42
0.22,0.4,0.243,0.004,52
0.22,0.4,0.325,0.004,62
0.24,0.44,0.0,0.0,82
0.24,0.44,0.07200000000000001,0.004,02
0.24,0.44,0.085,0.004,12
0.24,0.44,0.12,0.004,22
0.24,0.44,0.16,0.004,32
0.24,0.44,0.2,0.004,42
0.24,0.44,0.272,0.004,52
0.24,0.44,0.355,0.004,62
0.26,0.48,0.0,0.0,82
0.26,0.48,0.08,0.005,02
0.26,0.48,0.09,0.005,12
0.26,0.48,0.13,0.005,22
0.26,0.48,0.17400000000000002,0.005,32
0.26,0.48,0.218,0.005,42
0.26,0.48,0.3,0.005,52
0.26,0.48,0.4,0.005,62
0.28,0.5,0.0,0.0,82
0.28,0.5,0.08,0.005,02
0.28,0.5,0.09,0.005,12
0.28,0.5,0.13,0.005,22
0.28,0.5,0.176,0.005,32
0.28,0.5,0.218,0.005,42
0.28,0.5,0.3,0.005,52
0.28,0.5,0.4,0.005,62
0.3,0.54,0.0,0.0,82
0.3,0.54,0.085,0.005,02
0.3,0.54,0.098,0.005,12
0.3,0.54,0.14,0.005,22
0.3,0.54,0.192,0.005,32
0.3,0.54,0.243,0.005,42
0.3,0.54,0.325,0.005,52
0.3,0.54,0.438,0.005,62
0.32,0.58,0.0,0.0,82
0.32,0.58,0.092,0.005,02
0.32,0.58,0.105,0.005,12
0.32,0.58,0.15,0.005,22
0.32,0.58,0.20800000000000002,0.005,32
0.32,0.58,0.258,0.005,42
0.32,0.58,0.355,0.005,52
0.32,0.58,0.462,0.005,62
0.34,0.62,0.0,0.0,82
0.34,0.62,0.092,0.006,02
0.34,0.62,0.11800000000000001,0.006,12
0.34,0.62,0.165,0.006,22
0.34,0.62,0.224,0.006,32
0.34,0.62,0.28,0.006,42
0.34,0.62,0.375,0.006,52
0.34,0.62,0.5,0.006,62
0.36,0.65,0.0,0.0,82
0.36,0.65,0.095,0.006,02
0.36,0.65,0.122,0.006,12
0.36,0.65,0.17,0.006,22
0.36,0.65,0.232,0.006,32
0.36,0.65,0.29,0.006,42
0.36,0.65,0.388,0.006,52
0.36,0.65,0.515,0.006,62
0.38,0.68,0.0,0.0,82
0.38,0.68,0.095,0.006,02
0.38,0.68,0.132,0.006,12
0.38,0.68,0.17500000000000002,0.006,22
0.38,0.68,0.24,0.006,32
0.38,0.68,0.3,0.006,42
0.38,0.68,0.4,0.006,52
0.38,0.68,0.545,0.006,62
0.4,0.72,0.0,0.0,82
0.4,0.72,0.10300000000000001,0.006,02
0.4,0.72,0.14,0.006,12
0.4,0.72,0.185,0.006,22
0.4,0.72,0.256,0.006,32
0.4,0.72,0.315,0.006,42
0.4,0.72,0.438,0.006,52
0.4,0.72,0.58,0.006,62
0.42,0.76,0.0,0.0,82
0.42,0.76,0.109,0.0075,02
0.42,0.76,0.15,0.0075,12
0.42,0.76,0.195,0.0075,22
0.42,0.76,0.272,0.0075,32
0.42,0.76,0.335,0.0075,42
0.42,0.76,0.462,0.0075,52
0.42,0.76,0.615,0.0075,62
0.44,0.79,0.0,0.0,82
0.44,0.79,0.112,0.0075,02
0.44,0.79,0.155,0.0075,12
0.44,0.79,0.2,0.0075,22
0.44,0.79,0.28,0.0075,32
0.44,0.79,0.34500000000000003,0.0075,42
0.44,0.79,0.47500000000000003,0.0075,52
0.44,0.79,0.63,0.0075,62
0.46,0.8300000000000001,0.0,0.0,82
0.46,0.8300000000000001,0.11800000000000001,0.0075,02
0.46,0.8300000000000001,0.165,0.0075,12
0.46,0.8300000000000001,0.212,0.0075,22
0.46,0.8300000000000001,0.296,0.0075,32
0.46,0.8300000000000001,0.365,0.0075,42
0.46,0.8300000000000001,0.5,0.0075,52
0.46,0.8300000000000001,0.67,0.0075,62
0.48,0.87,0.0,0.0,82
0.48,0.87,0.125,0.0075,02
0.48,0.87,0.17,0.0075,12
0.48,0.87,0.224,0.0075,22
0.48,0.87,0.31,0.0075,32
0.48,0.87,0.388,0.0075,42
0.48,0.87,0.53,0.0075,52
0.48,0.87,0.71,0.0075,62
0.5,0.92,0.0,0.0,82
0.5,0.92,0.136,0.0075,02
0.5,0.92,0.185,0.0075,12
0.5,0.92,0.243,0.0075,22
0.5,0.92,0.336,0.0075,32
0.5,0.92,0.41200000000000003,0.0075,42
0.5,0.92,0.56,0.0075,52
0.5,0.92,0.75,0.0075,62
0.53,0.98,0.0,0.0,82
0.53,0.98,0.145,0.0095,02
0.53,0.98,0.2,0.0095,12
0.53,0.98,0.258,0.0095,22
0.53,0.98,0.355,0.0095,32
0.53,0.98,0.45,0.0095,42
0.53,0.98,0.6,0.0095,52
0.53,0.98,0.0,0.0095,62
0.56,1.03,0.0,0.0,82
0.56,1.03,0.15,0.0095,02
0.56,1.03,0.20600000000000002,0.0095,12
0.56,1.03,0.272,0.0095,22
0.56,1.03,0.365,0.0095,32
0.56,1.03,0.47500000000000003,0.0095,42
0.56,1.03,0.63,0.0095,52
0.56,1.03,0.0,0.0095,62
0.6,1.09,0.0,0.0,82
0.6,1.09,0.155,0.0095,02
0.6,1.09,0.212,0.0095,12
0.6,1.09,0.28,0.0095,22
0.6,1.09,0.388,0.0095,32
0.6,1.09,0.488,0.0095,42
0.6,1.09,0.67,0.0095,52
0.6,1.09,0.0,0.0095,62
0.63,1.1500000000000001,0.0,0.0,82
0.63,1.1500000000000001,0.165,0.012,02
0.63,1.1500000000000001,0.23,0.012,12
0.63,1.1500000000000001,0.3,0.012,22
0.63,1.1500000000000001,0.41200000000000003,0.012,32
0.63,1.1500000000000001,0.515,0.012,42
0.63,1.1500000000000001,0.71,0.012,52
0.63,1.1500000000000001,0.0,0.012,62
0.67,1.22,0.0,0.0,82
0.67,1.22,0.17500000000000002,0.012,02
0.67,1.22,0.243,0.012,12
0.67,1.22,0.315,0.012,22
0.67,1.22,0.438,0.012,32
0.67,1.22,0.545,0.012,42
0.67,1.22,0.75,0.012,52
0.67,1.22,0.0,0.012,62
0.71,1.28,0.0,0.0,82
0.71,1.28,0.18,0.012,02
0.71,1.28,0.25,0.012,12
0.71,1.28,0.325,0.012,22
0.71,1.28,0.45,0.012,32
0.71,1.28,0.56,0.012,42
0.71,1.28,0.775,0.012,52
0.71,1.28,0.0,0.012,62
0.75,1.36,0.0,0.0,82
0.75,1.36,0.195,0.015,02
0.75,1.36,0.265,0.015,12
0.75,1.36,0.34500000000000003,0.015,22
0.75,1.36,0.47500000000000003,0.015,32
0.75,1.36,0.615,0.015,42
0.75,1.36,0.8250000000000001,0.015,52
0.75,1.36,0.0,0.015,62
0.8,1.42,0.0,0.0,82
0.8,1.42,0.2,0.015,02
0.8,1.42,0.272,0.015,12
0.8,1.42,0.355,0.015,22
0.8,1.42,0.488,0.015,32
0.8,1.42,0.615,0.015,42
0.8,1.42,0.0,0.015,52
0.8,1.42,0.0,0.015,62
0.85,1.5,0.0,0.0,82
0.85,1.5,0.20600000000000002,0.015,02
0.85,1.5,0.28,0.015,12
0.85,1.5,0.375,0.015,22
0.85,1.5,0.515,0.015,32
0.85,1.5,0.65,0.015,42
0.85,1.5,0.0,0.015,52
0.85,1.5,0.0,0.015,62
0.9,1.58,0.0,0.0,82
0.9,1.58,0.218,0.015,02
0.9,1.58,0.3,0.015,12
0.9,1.58,0.388,0.015,22
0.9,1.58,0.515,0.015,32
0.9,1.58,0.67,0.015,42
0.9,1.58,0.0,0.015,52
0.9,1.58,0.0,0.015,62
0.9500000000000001,1.6600000000000001,0.0,0.0,82
0.9500000000000001,1.6600000000000001,0.23,0.015,02
0.9500000000000001,1.6600000000000001,0.315,0.015,12
0.9500000000000001,1.6600000000000001,0.41200000000000003,0.015,22
0.9500000000000001,1.6600000000000001,0.53,0.015,32
0.9500000000000001,1.6600000000000001,0.71,0.015,42
0.9500000000000001,1.6600000000000001,0.0,0.015,52
0.9500000000000001,1.6600000000000001,0.0,0.015,62
1.0,1.75,0.0,0.0,82
1.0,1.75,0.243,0.015,02
1.0,1.75,0.33,0.015,12
1.0,1.75,0.425,0.015,22
1.0,1.75,0.56,0.015,32
1.0,1.75,0.75,0.015,42
1.0,1.75,0.0,0.015,52
1.0,1.75,0.0,0.015,62
1.06,1.84,0.0,0.0,82
1.06,1.84,0.25,0.015,02
1.06,1.84,0.34500000000000003,0.015,12
1.06,1.84,0.45,0.015,22
1.06,1.84,0.58,0.015,32
1.06,1.84,0.775,0.015,42
1.06,1.84,0.0,0.015,52
1.06,1.84,0.0,0.015,62
1.12,1.94,0.0,0.0,82
1.12,1.94,0.265,0.015,02
1.12,1.94,0.365,0.015,12
1.12,1.94,0.47500000000000003,0.015,22
1.12,1.94,0.615,0.015,32
1.12,1.94,0.8250000000000001,0.015,42
1.12,1.94,0.0,0.015,52
1.12,1.94,0.0,0.015,62
1.18,2.04,0.0,0.0,82
1.18,2.04,0.272,0.019,02
1.18,2.04,0.375,0.019,12
1.18,2.04,0.5,0.019,22
1.18,2.04,0.65,0.019,32
1.18,2.04,0.85,0.019,42
1.18,2.04,0.0,0.019,52
1.18,2.04,0.0,0.019,62
1.25,2.16,0.0,0.0,82
1.25,2.16,0.29,0.019,02
1.25,2.16,0.4,0.019,12
1.25,2.16,0.53,0.019,22
1.25,2.16,0.6900000000000001,0.019,32
1.25,2.16,0.9,0.019,42
1.25,2.16,0.0,0.019,52
1.25,2.16,0.0,0.019,62
1.32,2.27,0.0,0.0,82
1.32,2.27,0.307,0.019,02
1.32,2.27,0.41200000000000003,0.019,12
1.32,2.27,0.545,0.019,22
1.32,2.27,0.71,0.019,32
1.32,2.27,0.9500000000000001,0.019,42
1.32,2.27,0.0,0.019,52
1.32,2.27,0.0,0.019,62
1.4000000000000001,2.4,0.0,0.0,82
1.4000000000000001,2.4,0.325,0.019,02
1.4000000000000001,2.4,0.437,0.019,12
1.4000000000000001,2.4,0.58,0.019,22
1.4000000000000001,2.4,0.75,0.019,32
1.4000000000000001,2.4,1.0,0.019,42
1.4000000000000001,2.4,0.0,0.019,52
1.4000000000000001,2.4,0.0,0.019,62
1.5,2.57,0.0,0.0,82
1.5,2.57,0.34500000000000003,0.019,02
1.5,2.57,0.47500000000000003,0.019,12
1.5,2.57,0.615,0.019,22
1.5,2.57,0.8,0.019,32
1.5,2.57,1.06,0.019,42
1.5,2.57,0.0,0.019,52
1.5,2.57,0.0,0.019,62
1.6,2.73,0.0,0.0,82
1.6,2.73,0.365,0.019,02
1.6,2.73,0.5,0.019,12
1.6,2.73,0.65,0.019,22
1.6,2.73,0.85,0.019,32
1.6,2.73,1.12,0.019,42
1.6,2.73,0.0,0.019,52
1.6,2.73,0.0,0.019,62
1.7,2.9,0.0,0.0,82
1.7,2.9,0.387,0.019,02
1.7,2.9,0.53,0.019,12
1.7,2.9,0.6900000000000001,0.019,22
1.7,2.9,0.9,0.019,32
1.7,2.9,1.22,0.019,42
1.7,2.9,0.0,0.019,52
1.7,2.9,0.0,0.019,62
1.8,3.06,0.0,0.0,82
1.8,3.06,0.4,0.019,02
1.8,3.06,0.56,0.019,12
1.8,3.06,0.73,0.019,22
1.8,3.06,0.9500000000000001,0.019,32
1.8,3.06,1.25,0.019,42
1.8,3.06,0.0,0.019,52
1.8,3.06,0.0,0.019,62
1.9000000000000001,3.22,0.0,0.0,82
1.9000000000000001,3.22,0.425,0.019,02
1.9000000000000001,3.22,0.58,0.019,12
1.9000000000000001,3.22,0.75,0.019,22
1.9000000000000001,3.22,1.0,0.019,32
1.9000000000000001,3.22,1.32,0.019,42
1.9000000000000001,3.22,0.0,0.019,52
1.9000000000000001,3.22,0.0,0.019,62
2.0,3.38,0.0,0.0,82
2.0,3.38,0.437,0.019,02
2.0,3.38,0.6,0.019,12
2.0,3.38,0.8,0.019,22
2.0,3.38,1.03,0.019,32
2.0,3.38,1.4000000000000001,0.019,42
2.0,3.38,0.0,0.019,52
2.0,3.38,0.0,0.019,62
2.12,3.58,0.0,0.0,82
2.12,3.58,0.462,0.019,02
2.12,3.58,0.65,0.019,12
2.12,3.58,0.85,0.019,22
2.12,3.58,1.09,0.019,32
2.12,3.58,1.45,0.019,42
2.12,3.58,0.0,0.019,52
2.12,3.58,0.0,0.019,62
2.24,3.77,0.0,0.0,82
2.24,3.77,0.487,0.019,02
2.24,3.77,0.67,0.019,12
2.24,3.77,0.875,0.019,22
2.24,3.77,1.1500000000000001,0.019,32
2.24,3.77,1.55,0.019,42
2.24,3.77,0.0,0.019,52
2.24,3.77,0.0,0.019,62
2.36,3.97,0.0,0.0,82
2.36,3.97,0.515,0.019,02
2.36,3.97,0.71,0.019,12
2.36,3.97,0.925,0.019,22
2.36,3.97,1.22,0.019,32
2.36,3.97,1.6,0.019,42
2.36,3.97,0.0,0.019,52
2.36,3.97,0.0,0.019,62
2.5,4.19,0.0,0.0,82
2.5,4.19,0.545,0.019,02
2.5,4.19,0.75,0.019,12
2.5,4.19,0.975,0.019,22
2.5,4.19,1.28,0.019,32
2.5,4.19,1.7,0.019,42
2.5,4.19,0.0,0.019,52
2.5,4.19,0.0,0.019,62
2.65,4.43,0.0,0.0,82
2.65,4.43,0.56,0.019,02
2.65,4.43,0.775,0.019,12
2.65,4.43,1.03,0.019,22
2.65,4.43,1.32,0.019,32
2.65,4.43,1.8,0.019,42
2.65,4.43,0.0,0.019,52
2.65,4.43,0.0,0.019,62
2.8000000000000003,4.67,0.0,0.0,82
2.8000000000000003,4.67,0.6,0.019,02
2.8000000000000003,4.67,0.8250000000000001,0.019,12
2.8000000000000003,4.67,1.09,0.019,22
2.8000000000000003,4.67,1.4000000000000001,0.019,32
2.8000000000000003,4.67,1.85,0.019,42
2.8000000000000003,4.67,0.0,0.019,52
2.8000000000000003,4.67,0.0,0.019,62
3.0,4.99,0.0,0.0,82
3.0,4.99,0.63,0.019,02
3.0,4.99,0.875,0.019,12
3.0,4.99,1.1500000000000001,0.019,22
3.0,4.99,1.5,0.019,32
3.0,4.99,2.0,0.019,42
3.0,4.99,0.0,0.019,52
3.0,4.99,0.0,0.019,62
0.003,0.013000000000000001,0.0,0.0,83
0.003,0.013000000000000001,0.005,0.0002,03
0.003,0.013000000000000001,0.0,0.0002,13
0.003,0.013000000000000001,0.0,0.0002,23
0.003,0.013000000000000001,0.007,0.0002,33
0.004,0.016,0.0,0.0,83
0.004,0.016,0.005,0.0003,03
0.004,0.016,0.0,0.0003,13
0.004,0.016,0.0,0.0003,23
0.004,0.016,0.009000000000000001,0.0003,33
0.005,0.019,0.0,0.0,83
0.005,0.019,0.006,0.0003,03
0.005,0.019,0.0,0.0003,13
0.005,0.019,0.0,0.0003,23
0.005,0.019,0.01,0.0003,33
0.006,0.022,0.0,0.0,83
0.006,0.022,0.007,0.0003,03
0.006,0.022,0.0,0.0003,13
0.006,0.022,0.011,0.0003,23
0.006,0.022,0.013000000000000001,0.0003,33
0.007,0.026000000000000002,0.0,0.0,83
0.007,0.026000000000000002,0.009000000000000001,0.0003,03
0.007,0.026000000000000002,0.0,0.0003,13
0.007,0.026000000000000002,0.013000000000000001,0.0003,23
0.007,0.026000000000000002,0.015,0.0003,33
0.008,0.028,0.0,0.0,83
0.008,0.028,0.009000000000000001,0.0003,03
0.008,0.028,0.0,0.0003,13
0.008,0.028,0.013000000000000001,0.0003,23
0.008,0.028,0.015,0.0003,33
0.009000000000000001,0.03,0.0,0.0,83
0.009000000000000001,0.03,0.01,0.0006,03
0.009000000000000001,0.03,0.0,0.0006,13
0.009000000000000001,0.03,0.014,0.0006,23
0.009000000000000001,0.03,0.016,0.0006,33
0.01,0.035,0.009000000000000001,0.0003,83
0.01,0.035,0.011,0.0006,03
0.01,0.035,0.0,0.0006,13
0.01,0.035,0.017,0.0006,23
0.01,0.035,0.019,0.0006,33
0.012,0.037,0.009000000000000001,0.0003,83
0.012,0.037,0.012,0.001,03
0.012,0.037,0.0,0.001,13
0.012,0.037,0.017,0.001,23
0.012,0.037,0.019,0.001,33
0.015,0.042,0.009000000000000001,0.0003,83
0.015,0.042,0.013000000000000001,0.001,03
0.015,0.042,0.0,0.001,13
0.015,0.042,0.017,0.001,23
0.015,0.042,0.019,0.001,33
0.017,0.047,0.01,0.0006,83
0.017,0.047,0.014,0.001,03
0.017,0.047,0.0,0.001,13
0.017,0.047,0.019,0.001,23
0.017,0.047,0.0222,0.001,33
0.02,0.052000000000000005,0.01,0.0006,83
0.02,0.052000000000000005,0.015,0.0011,03
0.02,0.052000000000000005,0.0,0.0011,13
0.02,0.052000000000000005,0.021,0.0011,23
0.02,0.052000000000000005,0.0222,0.0011,33
0.022,0.056,0.011,0.0006,83
0.022,0.056,0.016,0.0011,03
0.022,0.056,0.0,0.0011,13
0.022,0.056,0.021,0.0011,23
0.022,0.056,0.025,0.0011,33
0.025,0.062,0.012,0.0006,83
0.025,0.062,0.017,0.0011,03
0.025,0.062,0.0,0.0011,13
0.025,0.062,0.024,0.0011,23
0.025,0.062,0.0254,0.0011,33
0.028,0.068,0.013000000000000001,0.0006,83
0.028,0.068,0.018000000000000002,0.0011,03
0.028,0.068,0.0,0.0011,13
0.028,0.068,0.024,0.0011,23
0.028,0.068,0.03,0.0011,33
0.03,0.07200000000000001,0.013000000000000001,0.0006,83
0.03,0.07200000000000001,0.019,0.0011,03
0.03,0.07200000000000001,0.0,0.0011,13
0.03,0.07200000000000001,0.027,0.0011,23
0.03,0.07200000000000001,0.0302,0.0011,33
0.032,0.075,0.014,0.0006,83
0.032,0.075,0.02,0.0011,03
0.032,0.075,0.0,0.0011,13
0.032,0.075,0.028,0.0011,23
0.032,0.075,0.032,0.0011,33
0.035,0.08,0.014,0.0006,83
0.035,0.08,0.021,0.0015,03
0.035,0.08,0.0,0.0015,13
0.035,0.08,0.031,0.0015,23
0.035,0.08,0.0349,0.0015,33
0.04,0.09,0.016,0.001,83
0.04,0.09,0.023,0.0015,03
0.04,0.09,0.0,0.0015,13
0.04,0.09,0.033,0.0015,23
0.04,0.09,0.0365,0.0015,33
0.045,0.1,0.017,0.001,83
0.045,0.1,0.025,0.0015,03
0.045,0.1,0.0,0.0015,13
0.045,0.1,0.036000000000000004,0.0015,23
0.045,0.1,0.039700000000000006,0.0015,33
0.05,0.11,0.019,0.001,83
0.05,0.11,0.027,0.002,03
0.05,0.11,0.0,0.002,13
0.05,0.11,0.04,0.002,23
0.05,0.11,0.0444,0.002,33
0.055,0.12,0.021,0.0011,83
